time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-21 00:00:00+00:00,13,5,396,105
2025-02-22 00:00:00+00:00,10,6,175,74
2025-02-23 00:00:00+00:00,5,3,82,42
2025-02-24 00:00:00+00:00,3,3,514,136
2025-02-25 00:00:00+00:00,7,5,367,164
2025-02-26 00:00:00+00:00,17,7,531,150
2025-02-27 00:00:00+00:00,3,3,396,144
2025-02-28 00:00:00+00:00,7,5,310,139
2025-03-01 00:00:00+00:00,13,3,123,45
2025-03-02 00:00:00+00:00,7,5,123,50
2025-03-03 00:00:00+00:00,47,8,320,123
2025-03-04 00:00:00+00:00,14,8,310,111
2025-03-05 00:00:00+00:00,9,5,423,143
2025-03-06 00:00:00+00:00,6,4,287,106
