referrer,views_total,views_unique
systemsomicslab.github.io,2090,669
Google,348,63
github.com,70,18
Bing,29,7
zenodo.org,11,3
nature.com,10,7
prime.psc.riken.jp,8,6
chatgpt.com,5,2
cn.bing.com,4,3
teams.microsoft.com,3,2
