referrer,views_total,views_unique
systemsomicslab.github.io,3628,764
Google,168,46
github.com,83,18
Bing,40,8
prime.psc.riken.jp,37,18
cn.bing.com,9,4
Baidu,3,2
statics.teams.cdn.office.net,2,2
zenodo.org,1,1
mail.google.com,1,1
