referrer,views_total,views_unique
systemsomicslab.github.io,1851,625
github.com,341,14
Google,308,92
Bing,200,82
cn.bing.com,122,60
DuckDuckGo,16,7
yandex.ru,9,2
copilot.microsoft.com,7,1
chatgpt.com,5,3
nature.com,5,3
