referrer,views_total,views_unique
systemsomicslab.github.io,1827,656
Google,224,65
cn.bing.com,180,72
Bing,158,70
github.com,146,27
statics.teams.cdn.office.net,25,2
prime.psc.riken.jp,17,5
chatgpt.com,14,4
nature.com,12,5
Yahoo,5,1
