time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-16 00:00:00+00:00,201,46,80,36
2026-08-17 00:00:00+00:00,167,48,296,100
2026-08-18 00:00:00+00:00,666,46,442,183
2026-08-19 00:00:00+00:00,4764,44,350,150
2026-08-20 00:00:00+00:00,207,43,386,151
2026-08-21 00:00:00+00:00,104,44,320,129
2026-08-22 00:00:00+00:00,127,46,127,56
2026-08-23 00:00:00+00:00,92,41,82,37
2026-08-24 00:00:00+00:00,98,42,475,165
2026-08-25 00:00:00+00:00,123,43,376,133
2026-08-26 00:00:00+00:00,118,51,322,139
2026-08-27 00:00:00+00:00,97,43,404,147
2026-08-28 00:00:00+00:00,112,47,273,109
2026-08-29 00:00:00+00:00,112,45,119,44
