referrer,views_total,views_unique
systemsomicslab.github.io,1891,593
Google,214,65
github.com,97,12
Bing,48,13
trello.com,19,2
chatgpt.com,13,3
nature.com,9,2
DuckDuckGo,3,2
qwant.com,3,2
remoteassistance.support.services.microsoft.com,2,2
