time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-06 00:00:00+00:00,184,52,358,129
2026-02-07 00:00:00+00:00,75,34,155,83
2026-02-08 00:00:00+00:00,105,43,88,48
2026-02-09 00:00:00+00:00,104,44,325,135
2026-02-10 00:00:00+00:00,102,37,283,132
2026-02-11 00:00:00+00:00,110,48,297,140
2026-02-12 00:00:00+00:00,119,44,378,141
2026-02-13 00:00:00+00:00,129,54,135,65
2026-02-14 00:00:00+00:00,108,39,52,36
2026-02-15 00:00:00+00:00,97,45,96,42
2026-02-16 00:00:00+00:00,103,46,106,62
2026-02-17 00:00:00+00:00,130,51,226,95
2026-02-18 00:00:00+00:00,145,36,234,82
2026-02-19 00:00:00+00:00,148,50,427,127
