time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-20 00:00:00+00:00,93,45,334,148
2026-01-21 00:00:00+00:00,330,105,391,176
2026-01-22 00:00:00+00:00,85,36,420,152
2026-01-23 00:00:00+00:00,115,41,303,122
2026-01-24 00:00:00+00:00,112,45,112,50
2026-01-25 00:00:00+00:00,76,33,136,69
2026-01-26 00:00:00+00:00,117,43,401,151
2026-01-27 00:00:00+00:00,175,68,534,187
2026-01-28 00:00:00+00:00,96,42,406,176
2026-01-29 00:00:00+00:00,115,35,433,164
2026-01-30 00:00:00+00:00,92,38,380,140
2026-01-31 00:00:00+00:00,82,20,175,83
2026-02-01 00:00:00+00:00,121,46,130,63
2026-02-02 00:00:00+00:00,96,40,332,143
