time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-29 00:00:00+00:00,2,1,100,37
2024-12-30 00:00:00+00:00,2,2,173,62
2024-12-31 00:00:00+00:00,2,1,163,40
2025-01-01 00:00:00+00:00,1,1,142,29
2025-01-02 00:00:00+00:00,1,1,224,86
2025-01-03 00:00:00+00:00,3,3,171,61
2025-01-04 00:00:00+00:00,1,1,154,51
2025-01-05 00:00:00+00:00,1,1,88,34
2025-01-06 00:00:00+00:00,14,6,317,120
2025-01-07 00:00:00+00:00,5,5,366,129
2025-01-08 00:00:00+00:00,4,3,263,96
2025-01-09 00:00:00+00:00,3,2,273,105
2025-01-10 00:00:00+00:00,3,3,282,87
2025-01-11 00:00:00+00:00,4,3,162,41
