referrer,views_total,views_unique
systemsomicslab.github.io,1559,528
Google,159,44
github.com,117,18
Bing,19,10
away.vk.com,4,2
chatgpt.com,3,1
prime.psc.riken.jp,2,2
cn.bing.com,2,2
chat.zalo.me,2,1
zenodo.org,1,1
