time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-24 00:00:00+00:00,3,3,686,151
2024-06-25 00:00:00+00:00,6,3,687,136
2024-06-26 00:00:00+00:00,2,2,537,127
2024-06-27 00:00:00+00:00,2,2,371,102
2024-06-28 00:00:00+00:00,3,2,395,114
2024-06-29 00:00:00+00:00,1,1,107,26
2024-06-30 00:00:00+00:00,5,3,240,37
2024-07-01 00:00:00+00:00,4,2,442,112
2024-07-02 00:00:00+00:00,1,1,426,85
2024-07-03 00:00:00+00:00,2,2,661,108
2024-07-04 00:00:00+00:00,3,2,620,87
2024-07-05 00:00:00+00:00,4,3,236,91
2024-07-06 00:00:00+00:00,1,1,108,33
2024-07-07 00:00:00+00:00,2,2,54,31
