referrer,views_total,views_unique
systemsomicslab.github.io,1886,625
Google,258,69
github.com,26,17
nature.com,19,6
global.bing.com,17,2
cn.bing.com,11,9
Bing,10,5
summerofcode.withgoogle.com,7,1
chatgpt.com,6,2
prime.psc.riken.jp,3,3
