referrer,views_total,views_unique
systemsomicslab.github.io,1821,668
Google,234,82
github.com,151,32
Bing,79,28
chatgpt.com,58,25
DuckDuckGo,19,4
perplexity.ai,12,2
zenodo.org,5,4
nature.com,5,3
prime.psc.riken.jp,5,2
