referrer,views_total,views_unique
systemsomicslab.github.io,3260,673
Google,97,30
prime.psc.riken.jp,79,42
github.com,38,12
cn.bing.com,22,9
Bing,18,9
DuckDuckGo,3,2
grpmail.jp,3,2
shin.massbank.jp,2,1
br.nate.com,1,1
