referrer,views_total,views_unique
systemsomicslab.github.io,1573,702
Google,219,75
github.com,127,29
Bing,97,41
nature.com,28,5
chatgpt.com,21,17
doubao.com,17,1
zenodo.org,6,3
DuckDuckGo,3,2
Yahoo,1,1
