referrer,views_total,views_unique
systemsomicslab.github.io,1790,617
Google,82,31
github.com,27,11
Bing,15,7
cn.bing.com,5,5
systemsomicslab-github-io.translate.goog,4,1
chatgpt.com,3,1
prime.psc.riken.jp,2,2
search.brave.com,2,1
doubao.com,2,1
