referrer,views_total,views_unique
systemsomicslab.github.io,1694,517
Google,192,38
github.com,178,14
cn.bing.com,15,6
prime.psc.riken.jp,11,4
mail.google.com,9,1
zenodo.org,5,3
Bing,4,3
DuckDuckGo,3,2
mzmine-ms-dial-gsoc.github.io,3,1
