referrer,views_total,views_unique
systemsomicslab.github.io,1836,668
Google,218,62
Bing,173,76
cn.bing.com,140,64
github.com,130,31
prime.psc.riken.jp,22,8
statics.teams.cdn.office.net,21,1
DuckDuckGo,18,3
chatgpt.com,14,4
nature.com,5,2
