referrer,views_total,views_unique
systemsomicslab.github.io,2002,635
Google,174,62
github.com,171,24
Bing,47,12
biorxiv.org,34,1
zenodo.org,26,5
sogou.com,16,1
prime.psc.riken.jp,15,4
cn.bing.com,13,5
search.brave.com,4,2
