referrer,views_total,views_unique
systemsomicslab.github.io,1591,671
Google,137,79
github.com,117,26
Bing,74,32
chatgpt.com,38,14
teams.public.onecdn.static.microsoft,14,4
Yahoo,11,2
DuckDuckGo,9,1
Baidu,4,3
nature.com,2,2
