referrer,views_total,views_unique
systemsomicslab.github.io,2076,666
Google,335,61
github.com,47,17
Bing,30,7
DuckDuckGo,15,2
nature.com,10,7
zenodo.org,10,2
prime.psc.riken.jp,8,6
chatgpt.com,5,2
cn.bing.com,4,3
