referrer,views_total,views_unique
systemsomicslab.github.io,1818,669
Google,210,64
cn.bing.com,183,71
Bing,162,72
github.com,150,29
nature.com,37,6
statics.teams.cdn.office.net,25,2
chatgpt.com,14,4
prime.psc.riken.jp,13,3
Yahoo,5,1
