referrer,views_total,views_unique
systemsomicslab.github.io,1717,672
Google,166,53
Bing,160,69
github.com,128,31
cn.bing.com,122,56
prime.psc.riken.jp,23,8
statics.teams.cdn.office.net,21,1
DuckDuckGo,17,3
chatgpt.com,7,4
nature.com,5,2
