time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-31 00:00:00+00:00,7,4,239,81
2025-02-01 00:00:00+00:00,4,3,72,34
2025-02-02 00:00:00+00:00,7,4,93,32
2025-02-03 00:00:00+00:00,13,8,295,106
2025-02-04 00:00:00+00:00,15,5,312,105
2025-02-05 00:00:00+00:00,30,10,356,101
2025-02-06 00:00:00+00:00,9,6,339,115
2025-02-07 00:00:00+00:00,4,3,330,99
2025-02-08 00:00:00+00:00,14,7,171,47
2025-02-09 00:00:00+00:00,7,4,132,38
2025-02-10 00:00:00+00:00,4,4,349,132
2025-02-11 00:00:00+00:00,3,3,286,98
2025-02-13 00:00:00+00:00,6,2,41,23
