referrer,views_total,views_unique
systemsomicslab.github.io,2525,541
prime.psc.riken.jp,381,154
Google,89,31
github.com,38,12
cn.bing.com,22,9
Bing,21,12
DuckDuckGo,3,2
grpmail.jp,3,2
shin.massbank.jp,2,1
br.nate.com,1,1
