time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-14 00:00:00+00:00,6,3,263,75
2024-05-15 00:00:00+00:00,5,2,204,89
2024-05-16 00:00:00+00:00,7,2,241,85
2024-05-17 00:00:00+00:00,20,5,271,78
2024-05-18 00:00:00+00:00,3,3,178,29
2024-05-19 00:00:00+00:00,5,4,94,33
2024-05-20 00:00:00+00:00,12,9,615,121
2024-05-21 00:00:00+00:00,11,8,774,151
2024-05-22 00:00:00+00:00,12,8,488,129
2024-05-23 00:00:00+00:00,11,8,400,108
2024-05-24 00:00:00+00:00,7,4,452,99
2024-05-25 00:00:00+00:00,3,3,147,39
2024-05-26 00:00:00+00:00,3,2,132,28
2024-05-27 00:00:00+00:00,4,4,386,95
