referrer,views_total,views_unique
systemsomicslab.github.io,2061,662
Google,403,56
github.com,335,19
prime.psc.riken.jp,19,12
Bing,14,7
mail.google.com,9,2
statics.teams.cdn.office.net,6,3
nerdyturtlez.com,4,2
cn.bing.com,3,3
DuckDuckGo,3,3
