time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-02 00:00:00+00:00,1,1,224,86
2025-01-03 00:00:00+00:00,3,3,171,61
2025-01-04 00:00:00+00:00,1,1,154,51
2025-01-05 00:00:00+00:00,1,1,88,34
2025-01-06 00:00:00+00:00,14,6,317,120
2025-01-07 00:00:00+00:00,5,5,366,129
2025-01-08 00:00:00+00:00,4,3,263,96
2025-01-09 00:00:00+00:00,3,2,273,105
2025-01-10 00:00:00+00:00,3,3,282,87
2025-01-11 00:00:00+00:00,4,3,166,43
2025-01-12 00:00:00+00:00,1,1,73,33
2025-01-13 00:00:00+00:00,7,5,312,116
2025-01-14 00:00:00+00:00,1,1,362,131
2025-01-15 00:00:00+00:00,2,2,269,106
