referrer,views_total,views_unique
systemsomicslab.github.io,1829,633
Google,192,63
cn.bing.com,165,64
Bing,147,68
github.com,141,26
nature.com,37,6
chatgpt.com,14,3
Yahoo,6,2
DuckDuckGo,5,2
zenodo.org,4,2
