referrer,views_total,views_unique
systemsomicslab.github.io,1736,662
Google,155,45
github.com,94,22
Bing,30,15
cn.bing.com,12,6
nature.com,10,2
prime.psc.riken.jp,7,3
zenodo.org,6,5
chatgpt.com,6,3
DuckDuckGo,4,3
