time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-03 00:00:00+00:00,13,8,292,111
2025-04-04 00:00:00+00:00,30,8,374,126
2025-04-05 00:00:00+00:00,11,8,98,42
2025-04-06 00:00:00+00:00,9,6,131,46
2025-04-07 00:00:00+00:00,5,4,377,155
2025-04-08 00:00:00+00:00,15,6,322,157
2025-04-09 00:00:00+00:00,14,6,335,141
2025-04-10 00:00:00+00:00,7,5,384,147
2025-04-11 00:00:00+00:00,3,3,295,136
2025-04-12 00:00:00+00:00,5,4,83,41
2025-04-13 00:00:00+00:00,1,1,104,45
2025-04-14 00:00:00+00:00,5,4,301,131
2025-04-15 00:00:00+00:00,9,6,455,166
2025-04-16 00:00:00+00:00,2,2,439,138
