referrer,views_total,views_unique
systemsomicslab.github.io,2239,886
Google,293,98
github.com,156,42
Bing,114,56
chatgpt.com,22,8
nature.com,16,7
claude.ai,7,2
search.brave.com,6,3
yandex.ru,3,2
ntp.msn.cn,2,2
