referrer,views_total,views_unique
systemsomicslab.github.io,1827,637
cn.bing.com,175,61
Bing,168,63
Google,146,55
github.com,116,27
chatgpt.com,20,8
nature.com,16,5
statics.teams.cdn.office.net,12,6
prime.psc.riken.jp,9,6
ecosia.org,4,3
