referrer,views_total,views_unique
systemsomicslab.github.io,1694,726
Google,151,80
github.com,99,33
Bing,64,30
chatgpt.com,40,19
DuckDuckGo,15,5
teams.public.onecdn.static.microsoft,10,6
prime.psc.riken.jp,6,1
Baidu,5,4
nature.com,4,3
