time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-12 00:00:00+00:00,27,4,379,119
2024-09-13 00:00:00+00:00,18,5,423,96
2024-09-14 00:00:00+00:00,2,2,201,48
2024-09-15 00:00:00+00:00,2,1,165,26
2024-09-16 00:00:00+00:00,4,4,191,74
2024-09-17 00:00:00+00:00,10,3,374,102
2024-09-18 00:00:00+00:00,14,3,437,129
2024-09-19 00:00:00+00:00,8,3,487,120
2024-09-20 00:00:00+00:00,17,6,452,112
2024-09-21 00:00:00+00:00,3,2,246,48
2024-09-22 00:00:00+00:00,1,1,101,35
2024-09-23 00:00:00+00:00,2,2,312,107
2024-09-24 00:00:00+00:00,2,2,306,101
2024-09-25 00:00:00+00:00,2,2,336,100
