time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-25 00:00:00+00:00,3.0,2.0,338,130
2024-11-26 00:00:00+00:00,5.0,4.0,492,139
2024-11-27 00:00:00+00:00,2.0,2.0,288,108
2024-11-28 00:00:00+00:00,14.0,4.0,281,95
2024-11-29 00:00:00+00:00,18.0,1.0,316,89
2024-11-30 00:00:00+00:00,6.0,2.0,121,49
2024-12-01 00:00:00+00:00,1.0,1.0,112,45
2024-12-02 00:00:00+00:00,35.0,6.0,324,120
2024-12-03 00:00:00+00:00,43.0,7.0,325,106
2024-12-04 00:00:00+00:00,17.0,7.0,496,148
2024-12-05 00:00:00+00:00,47.0,3.0,414,135
2024-12-06 00:00:00+00:00,31.0,5.0,353,86
2024-12-07 00:00:00+00:00,7.0,6.0,210,47
2024-12-08 00:00:00+00:00,,,122,40
