referrer,views_total,views_unique
systemsomicslab.github.io,2273,863
Google,231,74
Bing,86,46
github.com,45,20
chatgpt.com,12,7
pennstate.service-now.com,7,1
yandex.ru,6,1
Yahoo,5,3
statics.teams.cdn.office.net,4,2
qianwen.com,4,1
