time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-27 00:00:00+00:00,44,8,362,116
2025-03-28 00:00:00+00:00,8,5,257,109
2025-03-29 00:00:00+00:00,8,5,85,37
2025-03-30 00:00:00+00:00,10,6,135,43
2025-03-31 00:00:00+00:00,5,4,254,111
2025-04-01 00:00:00+00:00,50,8,355,116
2025-04-02 00:00:00+00:00,14,10,271,110
2025-04-03 00:00:00+00:00,13,8,292,111
2025-04-04 00:00:00+00:00,30,8,374,126
2025-04-05 00:00:00+00:00,11,8,98,42
2025-04-06 00:00:00+00:00,9,6,131,46
2025-04-07 00:00:00+00:00,5,4,377,155
2025-04-08 00:00:00+00:00,15,6,322,157
2025-04-09 00:00:00+00:00,13,5,326,136
