time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-25 00:00:00+00:00,2.0,2.0,345,103
2024-09-26 00:00:00+00:00,,,253,90
2024-09-27 00:00:00+00:00,1.0,1.0,245,80
2024-09-28 00:00:00+00:00,1.0,1.0,91,37
2024-09-29 00:00:00+00:00,2.0,1.0,86,39
2024-09-30 00:00:00+00:00,2.0,2.0,306,99
2024-10-01 00:00:00+00:00,19.0,5.0,249,85
2024-10-02 00:00:00+00:00,14.0,3.0,135,71
2024-10-03 00:00:00+00:00,13.0,2.0,210,79
2024-10-04 00:00:00+00:00,16.0,5.0,323,97
2024-10-05 00:00:00+00:00,3.0,2.0,72,38
2024-10-06 00:00:00+00:00,2.0,2.0,107,41
2024-10-07 00:00:00+00:00,5.0,4.0,294,113
2024-10-08 00:00:00+00:00,3.0,3.0,379,124
