referrer,views_total,views_unique
systemsomicslab.github.io,2282,901
Google,208,97
github.com,120,25
Bing,96,45
nature.com,14,5
claude.ai,10,2
chatgpt.com,8,7
oods9.univie.ac.at,7,1
prime.psc.riken.jp,2,2
statics.teams.cdn.office.net,2,2
