time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-10 00:00:00+00:00,2.0,1.0,77,35
2024-11-11 00:00:00+00:00,4.0,3.0,286,102
2024-11-12 00:00:00+00:00,88.0,11.0,606,143
2024-11-13 00:00:00+00:00,111.0,9.0,755,165
2024-11-14 00:00:00+00:00,1.0,1.0,522,148
2024-11-15 00:00:00+00:00,,,407,143
2024-11-16 00:00:00+00:00,5.0,2.0,144,58
2024-11-17 00:00:00+00:00,11.0,2.0,194,59
2024-11-18 00:00:00+00:00,21.0,4.0,352,128
2024-11-19 00:00:00+00:00,19.0,2.0,497,152
2024-11-20 00:00:00+00:00,4.0,4.0,367,135
2024-11-21 00:00:00+00:00,5.0,4.0,353,119
2024-11-22 00:00:00+00:00,12.0,5.0,432,120
2024-11-23 00:00:00+00:00,2.0,1.0,81,34
