referrer,views_total,views_unique
systemsomicslab.github.io,1581,582
Bing,271,81
Google,189,63
cn.bing.com,148,71
github.com,74,19
DuckDuckGo,18,4
prime.psc.riken.jp,9,7
chatgpt.com,9,5
nature.com,7,5
Yahoo,6,3
