referrer,views_total,views_unique
prime.psc.riken.jp,1437,477
Google,59,15
github.com,18,9
cn.bing.com,18,7
chat.openai.com,6,4
Bing,6,4
statics.teams.cdn.office.net,5,2
t.co,1,1
systemsomicslab.github.io,1,1
