referrer,views_total,views_unique
systemsomicslab.github.io,2168,818
Google,138,53
github.com,41,15
cn.bing.com,37,12
Bing,14,9
prime.psc.riken.jp,9,2
statics.teams.cdn.office.net,8,5
github-com.translate.goog,6,1
chatgpt.com,5,3
zenodo.org,4,1
