referrer,views_total,views_unique
systemsomicslab.github.io,1863,496
Google,186,30
github.com,171,24
mail.google.com,29,2
cn.bing.com,15,4
Bing,11,6
prime.psc.riken.jp,9,4
zenodo.org,7,4
biorxiv.org,3,1
es.search.yahoo.com,1,1
