referrer,views_total,views_unique
systemsomicslab.github.io,1675,658
Google,165,49
Bing,150,62
github.com,129,31
cn.bing.com,111,50
prime.psc.riken.jp,24,9
statics.teams.cdn.office.net,21,1
DuckDuckGo,17,3
chatgpt.com,7,4
nature.com,5,2
