referrer,views_total,views_unique
systemsomicslab.github.io,1846,614
Bing,219,74
Google,206,70
cn.bing.com,156,76
github.com,90,16
yandex.ru,35,4
nature.com,25,4
DuckDuckGo,23,5
chatgpt.com,22,5
oods.univie.ac.at,10,2
