referrer,views_total,views_unique
systemsomicslab.github.io,1513,661
Google,276,83
github.com,117,30
Bing,85,44
nature.com,34,6
chatgpt.com,26,21
zenodo.org,5,2
Yahoo,2,2
mail.cstnet.cn,2,1
support.picr.man.ac.uk,2,1
