referrer,views_total,views_unique
systemsomicslab.github.io,1601,690
Google,130,70
github.com,118,23
Bing,71,31
chatgpt.com,21,16
statics.teams.cdn.office.net,15,1
teams.public.onecdn.static.microsoft,14,7
server10.head.kumika.local,13,1
claude.ai,10,3
nature.com,5,4
