referrer,views_total,views_unique
systemsomicslab.github.io,3466,694
Google,154,37
prime.psc.riken.jp,47,22
github.com,43,15
Bing,25,8
cn.bing.com,19,7
Baidu,2,1
mail.google.com,1,1
br.nate.com,1,1
