referrer,views_total,views_unique
systemsomicslab.github.io,1684,602
Bing,274,90
Google,231,65
cn.bing.com,100,49
github.com,77,18
nature.com,32,6
DuckDuckGo,23,5
cl.search.yahoo.com,20,2
chatgpt.com,17,5
ecosia.org,12,1
