referrer,views_total,views_unique
systemsomicslab.github.io,1852,648
Bing,275,87
Google,175,63
cn.bing.com,174,83
github.com,67,16
chatgpt.com,27,8
nature.com,27,5
DuckDuckGo,20,5
zenodo.org,7,2
ty-ai001.freeoai.com,7,1
