referrer,views_total,views_unique
systemsomicslab.github.io,1875,662
Bing,234,69
cn.bing.com,158,72
Google,151,60
github.com,119,18
DuckDuckGo,11,5
zenodo.org,7,3
nature.com,6,5
chatgpt.com,4,2
prime.psc.riken.jp,3,3
