referrer,views_total,views_unique
systemsomicslab.github.io,1591,707
github.com,112,29
Google,106,58
Bing,41,31
chatgpt.com,30,17
doubao.com,21,3
statics.teams.cdn.office.net,5,3
mail-attachment.googleusercontent.com,4,3
DuckDuckGo,4,2
chat.zalo.me,3,1
