time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-28 00:00:00+00:00,1,1,91,37
2024-09-29 00:00:00+00:00,2,1,86,39
2024-09-30 00:00:00+00:00,2,2,306,99
2024-10-01 00:00:00+00:00,19,5,249,85
2024-10-02 00:00:00+00:00,14,3,135,71
2024-10-03 00:00:00+00:00,13,2,210,79
2024-10-04 00:00:00+00:00,16,5,323,97
2024-10-05 00:00:00+00:00,3,2,72,38
2024-10-06 00:00:00+00:00,2,2,107,41
2024-10-07 00:00:00+00:00,5,4,294,113
2024-10-08 00:00:00+00:00,5,4,389,131
2024-10-09 00:00:00+00:00,13,1,396,127
2024-10-10 00:00:00+00:00,9,5,462,139
2024-10-11 00:00:00+00:00,2,2,281,115
