referrer,views_total,views_unique
systemsomicslab.github.io,1900,560
github.com,176,13
Google,173,41
cn.bing.com,23,7
Bing,9,4
prime.psc.riken.jp,9,4
mail.google.com,9,1
zenodo.org,5,3
DuckDuckGo,3,2
mzmine-ms-dial-gsoc.github.io,3,1
