referrer,views_total,views_unique
systemsomicslab.github.io,1336,621
Google,228,78
Bing,86,46
github.com,85,25
chatgpt.com,28,15
DuckDuckGo,5,2
nature.com,4,3
github.akams.cn,4,1
statics.teams.cdn.office.net,3,1
patcore.com,2,1
