referrer,views_total,views_unique
systemsomicslab.github.io,1768,743
Google,123,57
github.com,99,27
Bing,70,36
doubao.com,19,2
chatgpt.com,14,12
mail-attachment.googleusercontent.com,4,3
zenodo.org,4,3
DuckDuckGo,4,2
nature.com,3,1
