referrer,views_total,views_unique
systemsomicslab.github.io,2128,656
Google,188,70
github.com,118,23
Bing,45,12
biorxiv.org,34,1
zenodo.org,21,5
sogou.com,16,1
mail.yahoo.co.jp,12,4
prime.psc.riken.jp,7,4
chatgpt.com,5,4
