referrer,views_total,views_unique
systemsomicslab.github.io,1539,501
Bing,181,74
Google,136,56
cn.bing.com,76,50
github.com,39,14
zenodo.org,26,4
nature.com,17,6
copilot.microsoft.com,16,1
ecosia.org,12,1
chatgpt.com,9,4
