referrer,views_total,views_unique
systemsomicslab.github.io,2391,910
Google,241,80
Bing,97,60
github.com,47,15
chatgpt.com,8,7
nature.com,8,5
statics.teams.cdn.office.net,6,4
yandex.ru,6,1
Yahoo,3,3
ecosia.org,3,2
