referrer,views_total,views_unique
systemsomicslab.github.io,1831,770
Google,165,71
github.com,69,24
Bing,65,35
chatgpt.com,12,6
Yahoo,9,3
nature.com,7,3
statics.teams.cdn.office.net,7,3
doubao.com,6,2
lmis-idemitsu.lightning.force.com,4,2
