referrer,views_total,views_unique
systemsomicslab.github.io,1600,518
Google,193,54
github.com,44,13
cn.bing.com,20,8
global.bing.com,17,2
nature.com,14,6
Bing,13,6
v.hbu.cn,7,3
prime.psc.riken.jp,3,3
chatgpt.com,3,1
